ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	52	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	354	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	344	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	98	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	637	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	343	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	277	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	381	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	326	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	519	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	447	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	656	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	638	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	520	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	427	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	337	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	525	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	518	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	631	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	245	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	622	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	336	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	654	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	187	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	250	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	373	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	194	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	492	render	06/10/14 14:18:55
ab693d11-e2ae-4eb4-9c21-11f7fb43fdac	bing	493	render	06/10/14 14:18:55
